"PROCESS_NAME","USERGROUP_NAME","OBFUSCATED_USER_NAME","GROUP_NAME","EVENT_TYPE","EVENT_NAME","BEGIN_TIME","COMPUTER_NAME","OBFUSCATED_MACHINE_NAME","WAS_ALERT","MAIL_SUBJECT","SENDER_EMAIL_ADDRESS","HAS_CLASSIFICATION","WAS_MOBILE","WAS_TERMINAL_SESSION","WAS_WIRELESS","WAS_BLOCKED","CD_BURNID","DR_PRODUCT_TYPE","DR_PRODUCT_NAME","DR_EVENT_TYPE","DR_EVENT_NAME","DR_USER_NAME","DR_SERVER_NAME","WAS_FILE_CAPTURED","WAS_SCREEN_CAPTURED","WAS_PKI_AUTH","GID","EMAIL_ADDRESS","WAS_SMIME_ENCRYPTED","WAS_SMIME_SIGNED","VALUE_STATUS","VALUE_STATUS_TEXT","HAS_CUSTOMDATA","EVENT_DISPLAY","REG_EVENT_NAME","REPEAT_COUNT","POSITIVE_SCANS_PERCENT","IS_NET_DEVICE","HAS_SAMPLE_MATCH","SRC_DRIVE_TYPE","DEST_DRIVE_TYPE","SRC_DRIVE_NAME","DEST_DRIVE_NAME","DEST_REMOVABLE","SRC_FILE_NAME","SRC_FILE_DIRECTORY","DEST_FILE_NAME","DEST_FILE_DIRECTORY","BYTES_READ","BYTES_WRITTEN","PRINTER_NAME","PROTOCOL_TYPE","PROTOCOL_NAME","NETWORK_ADDRESS","LOCAL_PORT","REMOTE_PORT","DNS_HOSTNAME","OUTBOUND_NAME","FILE_SIZE","FILE_SIZE_KB","RECIPIENT_EMAIL_ADDRESS","RECIPIENT_TYPE","RECIPIENT_TYPE_NAME","SRC_FILE_ENCRYPTION","SRC_ENCRYPTION_NAME","DEST_FILE_ENCRYPTION","DEST_ENCRYPTION_NAME","HAS_SRC_CLASSIFICATION","HAS_DEST_CLASSIFICATION","URL_PATH","SRC_NETWORK_ADDRESS","SRC_DNS_HOSTNAME","HAS_ALERT","ADE_OBJECT_TYPE","WAS_BLOCKED","BLOCK_CODE","BLOCK_CODE_NAME","WAS_SRC_FILE_CAPTURED","WAS_DEST_FILE_CAPTURED","WAS_SCREEN_CAPTURED","DEVICE_TYPE","REG_SRC_PATH","REG_DEST_PATH","REG_VALUE_TYPE","REG_VALUE_NAME","REG_VALUE","HOOKED_MODULE_NAME","HOOKED_FUNCTION_NAME","HOOKED_OWNER_MODULE","HOOKED_ADDRESS","WAS_DLL_LOADED_RT","WAS_DLL_LOADED_AI","WAS_DLL_LOADED_UI","WAS_DLL_LOADED_RF","DNS_QUESTION","OP_EVENT_TYPE","OP_EVENT_NAME","REMED_MATCH","REMED_MATCH_NAME","REMED_ACTION","REMED_ACTION_NAME","REMED_RULE","REMED_TERM_ERROR","SRC_CLASS_POLICIES","DEST_CLASS_POLICIES","SRC_CLASS_RULES","DEST_CLASS_RULES","SRC_CLASS_TAGS","DEST_CLASS_TAGS","HAS_SRC_SAMPLE_MATCH","HAS_DEST_SAMPLE_MATCH"
"chrome.exe","DESKTOP-A9K7FSF\GUN","User50904040","DESKTOP-A9K7FSF","21","ADE Paste","2025-05-21 오후 1:56:01","DESKTOP-A9K7FSF","Mach66493255","N","","","0","1","0","0","0","","","","","","","","0","0","0","","","","","3","","False","","","0","","","","4","4","Remote","Remote","False","682d5423-c94c-8003-a9e2-e3c21030456e","chatgpt.com\c\","support.fortra.com","","0","0","","","","","","","","Inbound","0","0 KB","","","","0","","0","","0","0","","","","0","","False","0","Not Blocked","False","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","False"
"supporteru.exe","TESTPC\Administrator","User30281930","TESTPC","21","ADE Paste","2025-05-21 오후 1:52:38","TESTPC","Mach91458010","N","","","0","1","1","0","0","","","","","","","","0","0","0","","","","","3","","False","","","0","","","","0","7","Unknown","None","False","","","supporteru_mainframe_childview","?:\","0","0","","","","","","","","Inbound","0","0 KB","","","","0","","0","","0","0","","","","0","","False","0","Not Blocked","False","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","False"
"supporteru.exe","TESTPC\Administrator","User30281930","TESTPC","21","ADE Paste","2025-05-21 오후 1:52:17","TESTPC","Mach91458010","N","","","0","1","1","0","0","","","","","","","","0","0","0","","","","","3","","False","","","0","","","","0","7","Unknown","None","False","","","supporteru_mainframe_childview","?:\","0","0","","","","","","","","Inbound","0","0 KB","","","","0","","0","","0","0","","","","0","","False","0","Not Blocked","False","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","False"
"supporteru.exe","TESTPC\Administrator","User30281930","TESTPC","21","ADE Paste","2025-05-21 오후 1:52:15","TESTPC","Mach91458010","N","","","0","1","1","0","0","","","","","","","","0","0","0","","","","","3","","False","","","0","","","","0","7","Unknown","None","False","","","supporteru_mainframe_childview","?:\","0","0","","","","","","","","Inbound","0","0 KB","","","","0","","0","","0","0","","","","0","","False","0","Not Blocked","False","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","False"
"mstsc.exe","DESKTOP-A9K7FSF\GUN","User50904040","DESKTOP-A9K7FSF","21","ADE Paste","2025-05-21 오후 1:41:41","DESKTOP-A9K7FSF","Mach66493255","N","","","0","1","0","0","0","","","","","","","","0","0","0","","","","","3","","False","","","0","","","","7","7","None","None","False","*kmc-uw-n040056 디버그 활성화 시점 10시 42분 - 메모장","?:\","192.168.1.52: 원격 데스크톱 연결","?:\","0","0","","","","","","","","Inbound","0","0 KB","","","","0","","0","","0","0","","","","0","","False","0","Not Blocked","False","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","False"
"supporteru.exe","TESTPC\Administrator","User30281930","TESTPC","21","ADE Paste","2025-05-21 오후 1:41:34","TESTPC","Mach91458010","N","","","0","1","1","0","0","","","","","","","","0","0","0","","","","","3","","False","","","0","","","","0","7","Unknown","None","False","","","supporteru_mainframe_childview","?:\","0","0","","","","","","","","Inbound","0","0 KB","","","","0","","0","","0","0","","","","0","","False","0","Not Blocked","False","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","False"
"supporteru.exe","TESTPC\Administrator","User30281930","TESTPC","21","ADE Paste","2025-05-21 오후 1:41:29","TESTPC","Mach91458010","N","","","0","1","1","0","0","","","","","","","","0","0","0","","","","","3","","False","","","0","","","","0","7","Unknown","None","False","","","supporteru_mainframe_childview","?:\","0","0","","","","","","","","Inbound","0","0 KB","","","","0","","0","","0","0","","","","0","","False","0","Not Blocked","False","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","False"
"notepad.exe","DESKTOP-A9K7FSF\GUN","User50904040","DESKTOP-A9K7FSF","21","ADE Paste","2025-05-21 오후 1:26:47","DESKTOP-A9K7FSF","Mach66493255","N","","","0","1","0","0","0","","","","","","","","0","0","0","","","","","3","","False","","","0","","","","7","7","None","None","False","192.168.1.52: 원격 데스크톱 연결","?:\","제목 없음 - 메모장","?:\","0","0","","","","","","","","Inbound","0","0 KB","","","","0","","0","","0","0","","","","0","","False","0","Not Blocked","False","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","False"
"supporteru.exe","TESTPC\Administrator","User30281930","TESTPC","21","ADE Paste","2025-05-21 오후 1:26:32","TESTPC","Mach91458010","N","","","0","1","1","0","0","","","","","","","","0","0","0","","","","","3","","False","","","0","","","","0","7","Unknown","None","False","","","supporteru_mainframe_childview","?:\","0","0","","","","","","","","Inbound","0","0 KB","","","","0","","0","","0","0","","","","0","","False","0","Not Blocked","False","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","False"
"sdbinst.exe","NT AUTHORITY\SYSTEM","User47324809","NT AUTHORITY","11","File Copy","2025-05-21 오후 1:21:28","DESKTOP-A9K7FSF","Mach66493255","N","","","0","1","0","0","0","","","","","","","","0","0","0","","","","","3","","False","","","0","","","","3","3","Fixed","Fixed","False","msimerge.sdb","c:\windows\apppatch\mergesdbfilessource\","01d81186e0aaa800.msimain.sdb","c:\windows\apppatch\mergesdbfiles\","1148","1148","","","","","","","","Inbound","1148","2 KB","","","","0","","0","","0","0","","","","0","","False","0","Not Blocked","False","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","False"
"sdbinst.exe","NT AUTHORITY\SYSTEM","User47324809","NT AUTHORITY","11","File Copy","2025-05-21 오후 1:21:28","DESKTOP-A9K7FSF","Mach66493255","N","","","0","1","0","0","0","","","","","","","","0","0","0","","","","","3","","False","","","0","","","","3","3","Fixed","Fixed","False","sysmerge.sdb","c:\windows\apppatch\mergesdbfilessource\","01d81186e0aaa800.sysmain.sdb","c:\windows\apppatch\mergesdbfiles\","33260","33260","","","","","","","","Inbound","33260","33 KB","","","","0","","0","","0","0","","","","0","","False","0","Not Blocked","False","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","False"
"qqprotect.exe","NT AUTHORITY\SYSTEM","User47324809","NT AUTHORITY","11","File Copy","2025-05-21 오후 1:21:20","DESKTOP-A9K7FSF","Mach66493255","N","","","0","1","0","0","0","","","","","","","","0","0","0","","","","","3","","False","","","0","","","","3","3","Fixed","Fixed","False","registry.db","c:\windows\system32\config\systemprofile\appdata\roaming\tencent\qq\qqprotect\","registry.db","c:\users\sglee\appdata\roaming\tencent\qq\qqprotect\","57956","57956","","","","","","","","Inbound","57956","57 KB","","","","0","","0","","0","0","","","","0","","False","0","Not Blocked","False","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","False"
"chrome.exe","DESKTOP-A9K7FSF\GUN","User50904040","DESKTOP-A9K7FSF","21","ADE Paste","2025-05-21 오후 1:18:56","DESKTOP-A9K7FSF","Mach66493255","N","","","0","1","0","0","0","","","","","","","","0","0","0","","","","","3","","False","","","0","","","","4","4","Remote","Remote","False","digital_guardian_8_7_rule_implementation_guide.pdf","\\192.168.1.101\d\디지털가디언\기타 자료\documentation\server (dgmc)\version 8.7.0\","chatgpt.com","","0","0","","","","","","","","Inbound","2916870","2849 KB","","","","0","","0","","0","0","","","","0","","False","0","Not Blocked","False","False","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","False"
